epci_code;com_name;com_code;arrdep_code;arrdep_name;dep_code;com_arm_siren_code
242100154;Moloy;21421;212;Dijon;21;212104210
242101434;Poinçon-lès-Larrey;21488;213;Montbard;21;212104889
200071017;Posanges;21498;213;Montbard;21;212104988
242101434;Pothières;21499;213;Montbard;21;212104996
242101491;Rougemont;21530;213;Montbard;21;212105308
200070894;Saint-Bernard;21542;211;Beaune;21;212105423
242101434;Semond;21602;213;Montbard;21;212106025
242100410;Talant;21617;212;Dijon;21;212106173
200006682;Volnay;21712;211;Beaune;21;212107122
200069391;Coëtmieux;22044;224;Saint-Brieuc;22;212200448
242200715;Gouarec;22064;222;Guingamp;22;212200646
200069391;Jugon-les-Lacs - Commune nouvelle;22084;224;Saint-Brieuc;22;200056711
200069391;Landéhen;22098;224;Saint-Brieuc;22;212200984
200067460;Merdrignac;22147;224;Saint-Brieuc;22;212201479
200069409;Plourhan;22232;224;Saint-Brieuc;22;212202329
200067460;Plussulien;22244;224;Saint-Brieuc;22;212202444
200069391;Rouillac;22267;224;Saint-Brieuc;22;212202675
200068989;Saint-André-des-Eaux;22274;221;Dinan;22;212202741
242200715;Saint-Gilles-Pligeaux;22294;222;Guingamp;22;212202949
200044014;Alleyrat;23003;231;Aubusson;23;212300305
242320000;Châtelus-le-Marcheix;23056;232;Guéret;23;212305601
200067544;Clugnat;23064;231;Aubusson;23;212306401
242320109;Fresselines;23087;232;Guéret;23;212308704
200041556;Genouillac;23089;232;Guéret;23;212308902
200067593;Peyrat-la-Nonière;23151;231;Aubusson;23;212315105
200067593;Saint-Maurice-près-Crocq;23218;231;Aubusson;23;212321806
242300135;Saint-Maurice-la-Souterraine;23219;232;Guéret;23;212321905
200067544;Toulx-Sainte-Croix;23254;231;Aubusson;23;212325401
200034833;Bayac;24027;241;Bergerac;24;212400279
200034833;Beaumontois en Périgord;24028;241;Bergerac;24;200060036
200040095;Beauronne;24032;243;Périgueux;24;212400329
200040400;Bourg-des-Maisons;24057;243;Périgueux;24;212400576
200041440;Cénac-et-Saint-Julien;24091;244;Sarlat-la-Canéda;24;212400915
200041150;Chourgnac;24121;244;Sarlat-la-Canéda;24;212401210
200041440;Florimont-Gaumier;24184;244;Sarlat-la-Canéda;24;212401848
200034833;Gaugeac;24195;241;Bergerac;24;212401954
200041168;Mauzens-et-Miremont;24261;244;Sarlat-la-Canéda;24;212402614
200040889;Montaut;24287;241;Bergerac;24;212402879
200040384;Moulin-Neuf;24297;243;Périgueux;24;212402978
200027217;Proissans;24341;244;Sarlat-la-Canéda;24;212403414
200070647;Ribagnac;24351;241;Bergerac;24;212403513
242400935;La Roche-Chalais;24354;243;Périgueux;24;212403547
200040392;Val de Louyre et Caudeau;24362;243;Périgueux;24;200065332
200040392;Saint-Geyrac;24421;243;Périgueux;24;212404214
200069094;Saint-Louis-en-l'Isle;24444;243;Périgueux;24;212404446
200034197;Saint-Martin-de-Gurson;24454;241;Bergerac;24;212404545
200069094;Saint-Martin-des-Combes;24456;243;Périgueux;24;212404560
247000722;Aibre;25008;252;Montbéliard;25;212500086
242504181;Belmont;25052;253;Pontarlier;25;212500524
242504355;La Bosse;25077;253;Pontarlier;25;212500771
242504496;Bouverans;25085;253;Pontarlier;25;212500854
200069565;Châtelblanc;25131;253;Pontarlier;25;212501316
242504447;Châtillon-Guyotte;25132;251;Besançon;25;212501324
200068070;Cléron;25155;251;Besançon;25;212501555
242504181;Épenoy;25219;253;Pontarlier;25;212502199
200068070;Épeugney;25220;251;Besançon;25;212502207
200065647;Glay;25274;252;Montbéliard;25;212502744
242504447;Hyèvre-Paroisse;25313;251;Besançon;25;212503130
242504181;Magny-Châtelard;25355;253;Pontarlier;25;212503551
242504181;Plaimbois-Vennes;25457;253;Pontarlier;25;212504575
242504447;Pont-les-Moulins;25465;251;Besançon;25;212504658
200065647;Présentevillers;25469;252;Montbéliard;25;212504690
200069565;Reculfoz;25483;253;Pontarlier;25;212504831
200069565;Rondefontaine;25501;253;Pontarlier;25;212505010
242504371;Servin;25544;251;Besançon;25;212505440
200068294;Trouvans;25572;251;Besançon;25;212505721
200065647;Vandoncourt;25586;252;Montbéliard;25;212505861
247000722;Le Vernoy;25608;252;Montbéliard;25;212506083
242504181;Villers-la-Combe;25625;253;Pontarlier;25;212506257
242600534;Arnayon;26012;261;Die;26;212600126
200067767;Le Chaffal;26066;261;Die;26;212600662
200068229;Condorcet;26103;262;Nyons;26;212601033
200068781;Génissieux;26139;263;Valence;26;212601397
242600534;Jonchères;26152;261;Die;26;212601520
242600534;Laval-d'Aix;26159;261;Die;26;212601595
200073096;Mercurol-Veaunes;26179;263;Valence;26;200056547
200067767;Oriol-en-Royans;26223;261;Die;26;212602239
200068229;Pelonne;26227;262;Nyons;26;212602270
242600534;Pradelle;26254;261;Die;26;212602544
242600534;Rochefourchat;26274;261;Die;26;212602742
242600252;La Roche-sur-Grane;26277;261;Die;26;212602775
200068229;Saint-Auban-sur-l'Ouvèze;26292;262;Nyons;26;212602924
200068229;Sainte-Euphémie-sur-Ouvèze;26303;262;Nyons;26;212603039
200068781;Saint-Michel-sur-Savasse;26319;263;Valence;26;212603195
200068229;Villefranche-le-Château;26375;262;Nyons;26;212603757
200066413;Mesnil-en-Ouche;27049;272;Bernay;27;200058162
242700607;Bérengeville-la-Campagne;27055;272;Bernay;27;212700553
200066405;Thénouville;27089;272;Bernay;27;200076479
242700607;Brosville;27118;272;Bernay;27;212701189
200065787;Campigny;27126;272;Bernay;27;212701262
200072312;Le Cormier;27171;271;Les Andelys;27;212701718
242700607;Épégard;27219;272;Bernay;27;212702195
200066017;Épreville-en-Lieuvin;27222;272;Bernay;27;212702229
200071843;Étrépagny;27226;271;Les Andelys;27;212702260
200071454;Évreux;27229;273;Évreux;27;212702294
242700276;Ferrières-Haut-Clocher;27238;273;Évreux;27;212702385
200066827;Foulbec;27260;272;Bernay;27;212702609
200040277;Ivry-la-Bataille;27355;273;Évreux;27;212703557
200089456;Mandeville;27382;272;Bernay;27;212703821
200071454;Mouettes;27419;273;Évreux;27;212704191
200066413;La Neuville-du-Bosc;27432;272;Bernay;27;212704324
200066413;Le Noyer-en-Ouche;27444;272;Bernay;27;212704449
200065787;Routot;27500;272;Bernay;27;212705008
200065787;Saint-Mards-de-Blacarville;27563;272;Bernay;27;212705636
200066017;Saint-Pierre-de-Cormeilles;27591;272;Bernay;27;212705917
242700276;Sébécourt;27618;273;Évreux;27;212706188
200066413;Thibouville;27630;272;Bernay;27;212706303
200065787;Toutainville;27656;272;Bernay;27;212706568
200066017;Vannecrocq;27671;272;Bernay;27;212706717
200072312;Villegats;27689;271;Les Andelys;27;212706899
200040277;Ardelles;28008;283;Dreux;28;212800080
200070167;Belhomert-Guéhouville;28033;284;Nogent-le-Rotrou;28;212800338
200033181;Boisville-la-Saint-Père;28047;281;Chartres;28;212800478
200040277;Bû;28064;283;Dreux;28;212800643
242852465;Bullainville;28065;282;Châteaudun;28;212800650
200069912;La Chapelle-Fortin;28077;283;Dreux;28;212800775
200027308;Maâtz;52298;522;Langres;52;215202136
245200597;Maranville;52308;521;Chaumont;52;215202227
245200597;Richebourg;52422;521;Chaumont;52;215203019
200068658;Rochefort-sur-la-Côte;52428;521;Chaumont;52;215203076
200069664;Romain-sur-Meuse;52433;521;Chaumont;52;215203118
200068666;Sommancourt;52475;523;Saint-Dizier;52;215203399
245300447;Châtelain;53063;531;Château-Gontier;53;215300633
245300389;Hercé;53115;533;Mayenne;53;215301151
200083392;L'Huisserie;53119;532;Laval;53;215301193
200042182;Madré;53142;533;Mayenne;53;215301425
200083392;Port-Brillet;53182;532;Laval;53;215301821
200083392;Saint-Berthevin;53201;532;Laval;53;215302019
200033298;Saint-Léger;53232;533;Mayenne;53;215302324
200048551;Saint-Michel-de-la-Roë;53242;531;Château-Gontier;53;215302423
200070845;Auboué;54028;541;Briey;54;215400284
200041515;Bouxières-sous-Froidmont;54091;543;Nancy;54;215400912
200067643;Brémoncourt;54098;542;Lunéville;54;215400987
200070324;Brouville;54101;542;Lunéville;54;215401019
245400189;Coyviller;54141;543;Nancy;54;215401415
200067643;Essey-la-Côte;54183;542;Lunéville;54;215401837
245400510;Fécocourt;54190;544;Toul;54;215401902
245400510;Gémonville;54220;544;Toul;54;215402207
200070563;Gondreville;54232;544;Toul;54;215402322
245400510;Grimonviller;54237;544;Toul;54;215402371
200070589;Jeandelaincourt;54276;543;Nancy;54;215402769
200070845;Lantéfontaine;54302;541;Briey;54;215403023
245400601;Liverdun;54318;544;Toul;54;215403189
200041515;Loisy;54320;543;Nancy;54;215403205
245400759;Maixe;54335;542;Lunéville;54;215403353
200070738;Mars-la-Tour;54353;541;Briey;54;215403536
200043693;Montigny-sur-Chiers;54378;541;Briey;54;215403783
200070845;Olley;54408;541;Briey;54;215404088
200070589;Phlin;54424;543;Nancy;54;215404245
245400510;Selaincourt;54500;544;Toul;54;215405002
200068443;Bagnoles de l'Orne Normandie;61483;611;Alençon;61;200055812
200018083;Belle-et-Houllefort;62105;623;Boulogne-sur-Mer;62;216201053
200069029;Bernieulles;62116;624;Montreuil;62;216201160
200035442;Beugnâtre;62121;621;Arras;62;216201210
200069235;Bimont;62134;624;Montreuil;62;216201343
200033579;Boisleux-au-Mont;62151;621;Arras;62;216201517
200069029;Camiers;62201;624;Montreuil;62;216202010
246200364;Carency;62213;627;Lens;62;216202135
200072460;Caucourt;62218;622;Béthune;62;216202184
200069482;Chelers;62221;621;Arras;62;216202218
200035442;Chérisy;62223;621;Arras;62;216202234
200069029;Colline-Beaumont;62231;624;Montreuil;62;216202317
246200299;Courcelles-lès-Lens;62249;627;Lens;62;216202499
200072460;La Couture;62252;622;Béthune;62;216202523
246200299;Dourges;62274;627;Lens;62;216202747
200035442;Ervillers;62306;621;Arras;62;216203067
200069482;Estrée-Wamin;62316;621;Arras;62;216203166
200044048;Étaing;62317;621;Arras;62;216203174
200069482;Givenchy-le-Noble;62372;621;Arras;62;216203729
200069482;Hauteville;62418;621;Arras;62;216204180
200069672;Huclier;62462;621;Arras;62;216204628
200069235;Humbert;62466;624;Montreuil;62;216204669
200035442;Ligny-Thilloy;62515;621;Arras;62;216205153
200069482;Manin;62544;621;Arras;62;216205443
200072460;Neuve-Chapelle;62606;622;Béthune;62;216206060
246201016;Nielles-lès-Bléquin;62613;625;Saint-Omer;62;216206136
200069672;Pierremont;62655;621;Arras;62;216206557
200033579;Ransart;62689;621;Arras;62;216206896
200044030;Regnauville;62700;624;Montreuil;62;216207001
200069029;Sorrus;62799;624;Montreuil;62;216207993
200069482;Sus-Saint-Léger;62804;621;Arras;62;216208041
200033579;Wancourt;62873;621;Arras;62;216208736
200069482;Warlincourt-lès-Pas;62877;621;Arras;62;216208777
200069672;Beauvoir-Wavans;62881;621;Arras;62;216208819
200070407;Apchat;63007;633;Issoire;63;216300079
200071199;Bas-et-Lezat;63030;634;Riom;63;216300301
200071892;Castres;02142;023;Saint-Quentin;02;210201299
240200501;Chassemy;02167;024;Soissons;02;210201547
200040426;Châtillon-sur-Oise;02170;023;Saint-Quentin;02;210201570
200071785;Chauny;02173;022;Laon;02;210201604
200072031;Courmont;02227;021;Château-Thierry;02;210202123
200071892;Jussy;02397;023;Saint-Quentin;02;210203766
200043495;Laval-en-Laonnois;02413;022;Laon;02;210203923
240200444;Luzoir;02445;025;Vervins;02;210204228
200071983;Macquigny;02450;025;Vervins;02;210204277
240200576;Maizy;02453;022;Laon;02;210204301
200071983;Marly-Gomont;02469;025;Vervins;02;210204467
200071785;Monceau-lès-Leups;02492;022;Laon;02;210204699
200071991;Monnes;02496;024;Soissons;02;210204731
240200519;Montgru-Saint-Hilaire;02507;024;Soissons;02;210204848
200072031;Monthiers;02509;021;Château-Thierry;02;210204863
240200576;Pignicourt;02601;022;Laon;02;210205787
200070985;Pithon;02604;023;Saint-Quentin;02;210205803
200071785;Quierzy;02631;022;Laon;02;210206066
200055481;Rhodon;41188;411;Blois;41;214101883
200055481;Séris;41245;411;Blois;41;214102451
200072072;Villetrun;41291;412;Vendôme;41;214102915
244200770;Aboën;42001;421;Montbrison;42;214200016
200065886;Ailleux;42002;421;Montbrison;42;214200024
200065886;La Chambonie;42045;421;Montbrison;42;214200453
200035731;Le Coteau;42071;422;Roanne;42;214200719
244200630;Croizet-sur-Gand;42077;422;Roanne;42;214200776
200065886;Estivareilles;42091;421;Montbrison;42;214200917
244200770;Firminy;42095;423;Saint-Étienne;42;214200958
200065886;Marols;42140;421;Montbrison;42;214201402
200035731;Montagny;42145;422;Roanne;42;214201451
244200622;Saint-Genest-Malifaux;42224;423;Saint-Étienne;42;214202244
200035202;Saint-Germain-la-Montagne;42229;422;Roanne;42;214202293
244200770;Saint-Jean-Bonnefonds;42237;423;Saint-Étienne;42;214202376
200065886;Vêtre-sur-Anzon;42245;421;Montbrison;42;200083855
244200770;La Talaudière;42305;423;Saint-Étienne;42;214203051
200035202;Villers;42333;422;Roanne;42;214203333
200085728;Autrac;43014;431;Brioude;43;214300147
244301123;Barges;43019;432;Le Puy-en-Velay;43;214300196
200073419;Chamalières-sur-Loire;43049;432;Le Puy-en-Velay;43;214300493
200073427;Malvalette;43127;433;Yssingeaux;43;214301277
200085728;Paulhac;43147;431;Brioude;43;214301475
200073419;Le Puy-en-Velay;43157;432;Le Puy-en-Velay;43;214301574
200073419;Saint-Julien-d'Ance;43201;432;Le Puy-en-Velay;43;214302010
200067635;Haute-Goulaine;44071;442;Nantes;44;214400715
200071546;La Marne;44090;442;Nantes;44;214400905
200072734;Quilly;44139;443;Saint-Nazaire;44;214401390
244400404;Sautron;44194;442;Nantes;44;214401945
200072726;Villepot;44218;445;Châteaubriant-Ancenis;44;214402182
200067346;Vue;44220;442;Nantes;44;214402208
244500542;Bazoches-les-Gallerandes;45025;453;Pithiviers;45;214500258
200068278;Beaulieu-sur-Loire;45029;451;Montargis;45;214500290
200068278;Briare;45053;451;Montargis;45;214500530
244500419;Chevannes;45091;451;Montargis;45;214500910
200067668;Foucherolles;45149;451;Montargis;45;214501496
200070183;Mézières-lez-Cléry;45204;452;Orléans;45;214502049
244500211;Nevoy;45227;451;Montargis;45;214502270
200071850;Ondreville-sur-Essonne;45233;453;Pithiviers;45;214502338
244600433;Albas;46001;461;Cahors;46;214600017
200067361;Aynac;46012;462;Figeac;46;214600124
200039519;Castelnau Montratier-Sainte Alauzie;46063;461;Cahors;46;200063741
200066371;Creysse;46084;463;Gourdon;46;214600843
200066371;Gignac;46118;463;Gourdon;46;214601189
200066371;Girac;46123;462;Figeac;46;214601239
200066371;Glanes;46124;462;Figeac;46;214601247
200067361;Larnagol;46155;462;Figeac;46;214601551
200067361;Molières;46195;462;Figeac;46;214601957
200067361;Saint-Simon;46292;462;Figeac;46;214602922
200096956;Boé;47031;471;Agen;47;214700312
200036523;Cancon;47048;473;Villeneuve-sur-Lot;47;214700486
200036523;Castillonnès;47057;473;Villeneuve-sur-Lot;47;214700577
244701355;Houeillès;47119;474;Nérac;47;214701195
200030674;Le Mas-d'Agenais;47159;472;Marmande;47;214701591
200068948;Réaup-Lisse;47221;474;Nérac;47;214702219
200068922;Saint-Léon;47251;474;Nérac;47;214702516
244701355;Sainte-Marthe;47253;472;Marmande;47;214702532
200068948;Saint-Pé-Saint-Simon;47266;474;Nérac;47;214702664
200036523;Sérignac-Péboudou;47299;473;Villeneuve-sur-Lot;47;214702995
200069151;Barre-des-Cévennes;48019;481;Florac;48;214800195
200069102;Chaudeyrac;48045;482;Mende;48;214800450
200069151;Fraissinet-de-Fourques;48065;481;Florac;48;214800658
200069144;Grandvals;48071;482;Mende;48;214800716
200069268;Les Hermaux;48073;482;Mende;48;214800732
200069268;Saint-Pierre-de-Nogaret;48175;482;Mende;48;214801755
200071553;Brissac Loire Aubance;49050;491;Angers;49;200064582
244900809;Carbay;49056;494;Segré;49;214900565
244900809;Challain-la-Potherie;49061;494;Segré;49;214900615
200071876;Distré;49123;493;Saumur;49;214901233
244900015;Écuillé;49130;491;Angers;49;214901308
200071876;La Lande-Chasles;49171;493;Saumur;49;214901712
200068955;Huillé-Lézigné;49174;491;Angers;49;200085504
244900809;Ombrée d'Anjou;49248;494;Segré;49;200069474
244900015;Sarrigné;49326;491;Angers;49;214903262
200069425;Aucey-la-Plaine;50019;501;Avranches;50;215000191
200069425;Bacilly;50027;501;Avranches;50;215000274
200042729;Baupte;50036;503;Coutances;50;215000365
200043354;La Bloutière;50060;504;Saint-Lô;50;215000605
200067205;Brix;50087;502;Cherbourg;50;215000878
200067023;Cambernon;50092;503;Coutances;50;215000928
200067205;Carneville;50101;502;Cherbourg;50;215001017
200067031;Créances;50151;503;Coutances;50;215001512
200069425;Les Cresnays;50152;501;Avranches;50;215001520
200067023;Hauteville-sur-Mer;50231;503;Coutances;50;215002312
200069425;Marcilly;50290;501;Avranches;50;215002908
200042604;La Meurdraquière;50327;501;Avranches;50;215003278
200067031;Millières;50328;503;Coutances;50;215003286
200067205;Les Moitiers-d'Allonne;50332;502;Cherbourg;50;215003328
200067023;Muneville-le-Bingard;50364;503;Coutances;50;215003641
200067031;Neufmesnil;50372;503;Coutances;50;215003724
200042729;Saint-André-de-Bohon;50445;504;Saint-Lô;50;215004458
200067205;Saint-Joseph;50498;502;Cherbourg;50;215004987
200067023;Saint-Pierre-de-Coutances;50537;503;Coutances;50;215005372
200042992;Sainte-Marie-du-Lac-Nuisement;51277;514;Vitry-le-François;51;215102583
200066850;Igny-Comblizy;51298;512;Épernay;51;215102781
200067213;Janvry;51305;513;Reims;51;215102849
200042620;Jonchery-sur-Suippe;51307;511;Châlons-en-Champagne;51;215102864
200067213;Merfy;51362;513;Reims;51;215103383
200067684;Moslins;51387;512;Épernay;51;215103607
200066876;Mourmelon-le-Grand;51388;511;Châlons-en-Champagne;51;215103615
200042703;Rouvroy-Ripont;51470;511;Châlons-en-Champagne;51;215104357
200067213;Sermiers;51532;513;Reims;51;215104951
200066850;Troissy;51585;512;Épernay;51;215105438
200066835;Villeneuve-la-Lionne;51625;512;Épernay;51;215105784
200066850;Villevenard;51641;512;Épernay;51;215105941
200067684;Vouzy;51655;512;Épernay;51;215106071
200072999;Andilly-en-Bassigny;52009;522;Langres;52;215204090
200072999;Bannes;52037;522;Langres;52;215204108
200070332;Chalindrey;52093;522;Langres;52;215200650
200072999;Charmes;52108;522;Langres;52;215204041
245200597;Coupray;52146;521;Chaumont;52;215201039
200044253;Échenay;52181;523;Saint-Dizier;52;215201294
200070332;Haute-Amance;52242;522;Langres;52;215201724
200041515;Villers-sous-Prény;54579;543;Nancy;54;215405796
200066132;Autréville-Saint-Lambert;55018;553;Verdun;55;215500182
200066140;Beaulieu-en-Argonne;55038;551;Bar-le-Duc;55;215500380
200070290;Bouligny;55063;553;Verdun;55;215500638
200066116;Cuisy;55137;553;Verdun;55;215501370
200066108;Demange-Baudignécourt;55150;552;Commercy;55;200086486
200066116;Dombasle-en-Argonne;55155;553;Verdun;55;215501552
200066132;Dun-sur-Meuse;55167;553;Verdun;55;215501677
200034874;Heudicourt-sous-les-Côtes;55245;552;Commercy;55;215502451
200066132;Luzy-Saint-Martin;55310;553;Verdun;55;215503103
245501259;Marville;55324;553;Verdun;55;215503244
245501259;Montmédy;55351;553;Verdun;55;215503517
245501184;Neuville-sur-Ornain;55382;551;Bar-le-Duc;55;215503822
200066116;Récicourt;55419;553;Verdun;55;215504192
200066165;Ville-sur-Cousances;55567;553;Verdun;55;215505678
200043123;Camors;56031;561;Lorient;56;215600313
200027027;Le Guerno;56077;563;Vannes;56;215600776
245614417;Lignol;56110;562;Pontivy;56;215601105
245614383;Limerzel;56111;563;Vannes;56;215601113
200067932;Locqueltas;56120;563;Vannes;56;215601204
200066777;Mauron;56127;562;Pontivy;56;215601279
200096675;Melrand;56128;562;Pontivy;56;215601287
245614383;Molac;56135;563;Vannes;56;215601352
200067932;Monterblanc;56137;563;Vannes;56;215601378
200067932;Saint-Avé;56206;563;Vannes;56;215602061
200069441;Baerenthal;57046;576;Sarreguemines;57;215700469
200067957;Charleville-sous-Bois;57128;579;Metz;57;215701285
245701206;Domnom-lès-Dieuze;57181;575;Sarrebourg-Château-Salins;57;215701814
200039949;Ennery;57193;579;Metz;57;215701939
200039865;Féy;57212;579;Metz;57;215702127
245700372;Forbach;57227;573;Forbach-Boulay-Moselle;57;215702275
245700398;Guenviller;57271;573;Forbach-Boulay-Moselle;57;215702713
245700950;Haselbourg;57300;575;Sarrebourg-Château-Salins;57;215703000
200068146;Langatte;57382;575;Sarrebourg-Château-Salins;57;215703828
200039865;Lessy;57396;579;Metz;57;215703968
200069441;Loutzviller;57421;576;Sarreguemines;57;215704214
245701362;Manom;57441;577;Thionville;57;215704412
245701354;Monneren;57476;577;Thionville;57;215704768
200069441;Montbronn;57477;576;Sarreguemines;57;215704776
245701222;Nilvange;57508;577;Thionville;57;215705088
200067502;Petit-Tenquin;57536;573;Forbach-Boulay-Moselle;57;215705369
200069441;Philippsbourg;57541;576;Sarreguemines;57;215705419
200039949;Plesnois;57546;579;Metz;57;215705468
245701206;Puzieux;57559;575;Sarrebourg-Château-Salins;57;215705591
200039907;Sailly-Achâtel;57605;579;Metz;57;215706052
200039865;Sainte-Ruffine;57624;579;Metz;57;215706243
200068146;Schalbach;57635;575;Sarrebourg-Château-Salins;57;215706359
245701206;Virming;57723;575;Sarrebourg-Château-Salins;57;215707233
200069441;Waldhouse;57738;576;Sarreguemines;57;215707381
200067908;Anlezy;58006;583;Nevers;58;215800061
200067916;Bulcy;58042;584;Cosne-Cours-sur-Loire;58;215800426
200067692;Cervon;58047;582;Clamecy;58;215800475
200067916;Cosne-Cours-sur-Loire;58086;584;Cosne-Cours-sur-Loire;58;215800863
200068088;Giry;58127;584;Cosne-Cours-sur-Loire;58;215801275
200068088;Lurcy-le-Bourg;58147;584;Cosne-Cours-sur-Loire;58;215801473
200067882;Saint-Gratien-Savigny;58243;581;Château-Chinon (Ville);58;215802430
200067916;Saint-Malo-en-Donziois;58252;584;Cosne-Cours-sur-Loire;58;215802521
200067130;Saint-Vérain;58270;584;Cosne-Cours-sur-Loire;58;215802703
200067882;Savigny-Poil-Fol;58274;581;Château-Chinon (Ville);58;215802745
200067882;Sémelay;58276;581;Château-Chinon (Ville);58;215802760
200067692;Teigny;58288;582;Clamecy;58;215802885
245900428;Armbouts-Cappel;59016;594;Dunkerque;59;215900168
200043396;Beaufort;59058;591;Avesnes-sur-Helpe;59;215900580
245901038;Bermerain;59069;592;Cambrai;59;215900697
200043396;Bettignies;59076;591;Avesnes-sur-Helpe;59;215900762
200043321;Bettrechies;59077;591;Avesnes-sur-Helpe;59;215900770
200041960;Beuvry-la-Forêt;59080;593;Douai;59;215900804
200030633;Bévillers;59081;592;Cambrai;59;215900812
245901152;Bruille-lez-Marchiennes;59113;593;Douai;59;215901133
200044618;Férin;59228;593;Douai;59;215902289
200042190;Hérin;59302;596;Valenciennes;59;215903022
200068500;Honnecourt-sur-Escaut;59312;592;Cambrai;59;215903121
200041960;Landas;59330;593;Douai;59;215903303
200093201;Lille;59350;595;Lille;59;215903501
200042190;Marquette-en-Ostrevant;59387;596;Valenciennes;59;215903873
245901152;Montigny-en-Ostrevent;59414;593;Douai;59;215904145
200043404;Moustier-en-Fagne;59420;591;Avesnes-sur-Helpe;59;215904202
200093201;Roncq;59508;595;Lille;59;215905084
200042190;Rosult;59511;596;Valenciennes;59;215905118
200030633;Saint-Souplet;59545;592;Cambrai;59;215905456
200043263;Solre-le-Château;59572;591;Avesnes-sur-Helpe;59;215905720
200040947;Staple;59577;594;Dunkerque;59;215905779
200093201;Tourcoing;59599;595;Lille;59;215905993
245901160;Verchain-Maugré;59610;596;Valenciennes;59;215906108
246000848;Achy;60004;601;Beauvais;60;216000026
246000756;Appilly;60021;603;Compiègne;60;216000216
200067999;Auteuil;60030;601;Beauvais;60;216000604
246000129;Bailleval;60042;602;Clermont;60;216000414
200068005;Bonneuil-les-Eaux;60082;602;Clermont;60;216000828
200066975;Borest;60087;604;Senlis;60;216000877
246000566;Catillon-Fumechon;60133;602;Clermont;60;216001321
246000749;Chelles;60145;603;Compiègne;60;216001446
246000897;Choisy-la-Victoire;60152;602;Clermont;60;216001511
246000582;Corbeil-Cerf;60162;601;Beauvais;60;216001610
246000855;Crapeaumesnil;60174;603;Compiègne;60;216001735
246000756;Crisolles;60181;603;Compiègne;60;216001800
200068005;Le Crocq;60182;601;Beauvais;60;216001818
246000855;Cuvilly;60191;603;Compiègne;60;216001909
246000566;Domfront;60200;602;Clermont;60;216001990
246000848;Escames;60217;601;Beauvais;60;216002154
246000566;Essuiles;60222;602;Clermont;60;216002204
246000848;Gaudechart;60269;601;Beauvais;60;216002667
200067999;Herchies;60310;601;Beauvais;60;216003079
200067965;Lacroix-Saint-Ouen;60338;603;Compiègne;60;216003350
246000566;Léglantiers;60357;602;Clermont;60;216003541
246000855;Mareuil-la-Motte;60379;603;Compiègne;60;216003764
246000848;Martincourt;60388;601;Beauvais;60;216003848
246000707;Le Mesnil-Théribus;60401;601;Beauvais;60;216003970
246000566;Montiers;60418;602;Clermont;60;216004143
200067973;Morangles;60429;604;Senlis;60;216004242
200068005;Mory-Montcrux;60436;602;Clermont;60;216004317
246000756;Muirancourt;60443;603;Compiègne;60;216004382
246000848;Mureaumont;60444;601;Beauvais;60;216004390
200068005;Noirémont;60465;602;Clermont;60;216004606
200068005;Noyers-Saint-Martin;60470;602;Clermont;60;216004648
246000756;Le Plessis-Patte-d'Oie;60502;603;Compiègne;60;216004960
246000921;Pontpoint;60508;604;Senlis;60;216005025
246000756;Porquéricourt;60511;603;Compiègne;60;216005058
200068005;Rocquencourt;60544;602;Clermont;60;216005389
246000848;Romescamps;60545;601;Beauvais;60;216005397
200068005;Saint-André-Farivillers;60565;602;Clermont;60;216005595
200068005;Sainte-Eusoye;60573;602;Clermont;60;216005678
200067973;Sainte-Geneviève;60575;601;Beauvais;60;216005694
200067965;Saintines;60578;604;Senlis;60;216005728
246000848;Saint-Samson-la-Poterie;60596;601;Beauvais;60;216005892
200067965;Saint-Sauveur;60597;603;Compiègne;60;216005900
246000871;Séry-Magneval;60618;604;Senlis;60;216006098
200067999;Verderel-lès-Sauqueuse;60668;601;Beauvais;60;216006593
246100390;Giel-Courteilles;61189;612;Argentan;61;216101899
200068450;Joué-du-Plain;61210;612;Argentan;61;216102103
200035814;Landisacq;61222;612;Argentan;61;216102228
200071520;Lonlay-l'Abbaye;61232;612;Argentan;61;216102327
200068435;Perche en Nocé;61309;613;Mortagne-au-Perche;61;200053866
200071504;Pouvrai;61336;613;Mortagne-au-Perche;61;216103366
200035103;Saint-Agnan-sur-Sarthe;61360;611;Alençon;61;216103606
200035814;Saint-Georges-des-Groseillers;61391;612;Argentan;61;216103911
200069458;Saint-Germain-d'Aunay;61392;613;Mortagne-au-Perche;61;216103929
200071504;Saint-Martin-du-Vieux-Bellême;61426;613;Mortagne-au-Perche;61;216104265
200072080;Charensat;63094;634;Riom;63;216300947
200072098;Combronde;63116;634;Riom;63;216301168
200070712;Dorat;63138;635;Thiers;63;216301382
200070407;Mazoires;63220;633;Issoire;63;216302208
200069169;Olby;63257;633;Issoire;63;216302570
200070712;La Renaudie;63298;635;Thiers;63;216302984
200071199;Saint-Agoulin;63311;634;Riom;63;216303115
200071215;Saint-Jacques-d'Ambur;63363;634;Riom;63;216303636
200071199;Saint-Priest-Bramefant;63387;634;Riom;63;216303875
200070753;Sayat;63417;634;Riom;63;216304170
200070761;Valcivières;63441;631;Ambert;63;216304410
200070753;Varennes-sur-Morge;63443;634;Riom;63;216304436
200069177;Yronde-et-Buron;63472;632;Clermont-Ferrand;63;216304725
200072098;Yssac-la-Tourette;63473;634;Riom;63;216304733
