id,text,name,scale,zipcodes,code
106343-fonds-saint-denis,Fonds-Saint-Denis (Commune – 97250),Fonds-Saint-Denis,Commune,"[""97250""]",97208
88421-fongrave,Fongrave (Commune – 47260),Fongrave,Commune,"[""47260""]",47099
100905-fongueusemare,Fongueusemare (Commune – 76280),Fongueusemare,Commune,"[""76280""]",76268
79213-fonroque,Fonroque (Commune – 24500),Fonroque,Commune,"[""24500""]",24186
82224-fons,Fons (Commune – 30730),Fons,Commune,"[""30730""]",30112
73217-fons,Fons (Commune – 07200),Fons,Commune,"[""07200""]",07091
88109-fons,Fons (Commune – 46100),Fons,Commune,"[""46100""]",46108
71796-fonsomme,Fonsomme (Commune – 02110),Fonsomme,Commune,"[""02110""]",02319
82651-fonsorbes,Fonsorbes (Commune – 31470),Fonsorbes,Commune,"[""31470""]",31187
82225-fons-sur-lussan,Fons-sur-Lussan (Commune – 30580),Fons-sur-Lussan,Commune,"[""30580""]",30113
79793-fontain,"Fontain (Commune – 25660, 25720)",Fontain,Commune,"[""25660"",""25720""]",25245
74398-fontaine,Fontaine (Commune – 10200),Fontaine,Commune,"[""10200""]",10150
85414-fontaine,Fontaine (Commune – 38600),Fontaine,Commune,"[""38600""]",38169
105744-fontaine,Fontaine (Commune – 90150),Fontaine,Commune,"[""90150""]",90047
93372-fontaine-au-bois,Fontaine-au-Bois (Commune – 59550),Fontaine-au-Bois,Commune,"[""59550""]",59242
93373-fontaine-au-pire,Fontaine-au-Pire (Commune – 59157),Fontaine-au-Pire,Commune,"[""59157""]",59243
80727-fontaine-bellenger,Fontaine-Bellenger (Commune – 27600),Fontaine-Bellenger,Commune,"[""27600""]",27249
101546-fontainebleau,Fontainebleau (Commune – 77300),Fontainebleau,Commune,"[""77300""]",77186
94021-fontaine-bonneleau,Fontaine-Bonneleau (Commune – 60360),Fontaine-Bonneleau,Commune,"[""60360""]",60240
85991-fontainebrux,Fontainebrux (Commune – 39140),Fontainebrux,Commune,"[""39140""]",39229
94022-fontaine-chaalis,Fontaine-Chaalis (Commune – 60300),Fontaine-Chaalis,Commune,"[""60300""]",60241
76845-fontaine-chalendray,Fontaine-Chalendray (Commune – 17510),Fontaine-Chalendray,Commune,"[""17510""]",17162
90592-fontaine-couverte,Fontaine-Couverte (Commune – 53350),Fontaine-Couverte,Commune,"[""53350""]",53098
89703-fontaine-denis-nuisy,Fontaine-Denis-Nuisy (Commune – 51120),Fontaine-Denis-Nuisy,Commune,"[""51120""]",51254
104010-fontaine-de-vaucluse,Fontaine-de-Vaucluse (Commune – 84800),Fontaine-de-Vaucluse,Commune,"[""84800""]",84139
100906-fontaine-en-bray,Fontaine-en-Bray (Commune – 76440),Fontaine-en-Bray,Commune,"[""76440""]",76269
89704-fontaine-en-dormois,Fontaine-en-Dormois (Commune – 51800),Fontaine-en-Dormois,Commune,"[""51800""]",51255
75744-fontaine-etoupefour,Fontaine-Étoupefour (Commune – 14790),Fontaine-Étoupefour,Commune,"[""14790""]",14274
101547-fontaine-fourches,Fontaine-Fourches (Commune – 77480),Fontaine-Fourches,Commune,"[""77480""]",77187
78000-fontaine-francaise,Fontaine-Française (Commune – 21610),Fontaine-Française,Commune,"[""21610""]",21277
75745-fontaine-henry,Fontaine-Henry (Commune – 14610),Fontaine-Henry,Commune,"[""14610""]",14275
80728-fontaine-labbe,Fontaine-l'Abbé (Commune – 27470),Fontaine-l'Abbé,Commune,"[""27470""]",27251
105432-fontaine-la-gaillarde,Fontaine-la-Gaillarde (Commune – 89100),Fontaine-la-Gaillarde,Commune,"[""89100""]",89172
81240-fontaine-la-guyon,Fontaine-la-Guyon (Commune – 28190),Fontaine-la-Guyon,Commune,"[""28190""]",28154
80729-fontaine-la-louvet,Fontaine-la-Louvet (Commune – 27230),Fontaine-la-Louvet,Commune,"[""27230""]",27252
100907-fontaine-la-mallet,Fontaine-la-Mallet (Commune – 76290),Fontaine-la-Mallet,Commune,"[""76290""]",76270
105875-fontaine-la-riviere,Fontaine-la-Rivière (Commune – 91690),Fontaine-la-Rivière,Commune,"[""91690""]",91240
94023-fontaine-lavaganne,Fontaine-Lavaganne (Commune – 60690),Fontaine-Lavaganne,Commune,"[""60690""]",60242
100908-fontaine-le-bourg,Fontaine-le-Bourg (Commune – 76690),Fontaine-le-Bourg,Commune,"[""76690""]",76271
104386-fontaine-le-comte,Fontaine-le-Comte (Commune – 86240),Fontaine-le-Comte,Commune,"[""86240""]",86100
100909-fontaine-le-dun,Fontaine-le-Dun (Commune – 76740),Fontaine-le-Dun,Commune,"[""76740""]",76272
75746-fontaine-le-pin,Fontaine-le-Pin (Commune – 14190),Fontaine-le-Pin,Commune,"[""14190""]",14276
101548-fontaine-le-port,Fontaine-le-Port (Commune – 77590),Fontaine-le-Port,Commune,"[""77590""]",77188
94611-fontaine-les-bassets,Fontaine-les-Bassets (Commune – 61160),Fontaine-les-Bassets,Commune,"[""61160""]",61171
95197-fontaine-les-boulans,Fontaine-lès-Boulans (Commune – 62134),Fontaine-lès-Boulans,Commune,"[""62134""]",62342
102743-fontaine-les-cappy,Fontaine-lès-Cappy (Commune – 80340),Fontaine-lès-Cappy,Commune,"[""80340""]",80325
71797-fontaine-les-clercs,Fontaine-lès-Clercs (Commune – 02680),Fontaine-lès-Clercs,Commune,"[""02680""]",02320
79794-fontaine-les-clerval,Fontaine-lès-Clerval (Commune – 25340),Fontaine-lès-Clerval,Commune,"[""25340""]",25246
86697-fontaine-les-coteaux,Fontaine-les-Coteaux (Commune – 41800),Fontaine-les-Coteaux,Commune,"[""41800""]",41087
95198-fontaine-les-croisilles,Fontaine-lès-Croisilles (Commune – 62128),Fontaine-lès-Croisilles,Commune,"[""62128""]",62343
78001-fontaine-les-dijon,Fontaine-lès-Dijon (Commune – 21121),Fontaine-lès-Dijon,Commune,"[""21121""]",21278
102742-fontaine-le-sec,Fontaine-le-Sec (Commune – 80140),Fontaine-le-Sec,Commune,"[""80140""]",80324
74399-fontaine-les-gres,Fontaine-les-Grès (Commune – 10280),Fontaine-les-Grès,Commune,"[""10280""]",10151
95199-fontaine-les-hermans,Fontaine-lès-Hermans (Commune – 62550),Fontaine-lès-Hermans,Commune,"[""62550""]",62344
98849-fontaine-les-luxeuil,Fontaine-lès-Luxeuil (Commune – 70800),Fontaine-lès-Luxeuil,Commune,"[""70800""]",70240
81241-fontaine-les-ribouts,Fontaine-les-Ribouts (Commune – 28170),Fontaine-les-Ribouts,Commune,"[""28170""]",28155
71798-fontaine-les-vervins,Fontaine-lès-Vervins (Commune – 02140),Fontaine-lès-Vervins,Commune,"[""02140""]",02321
95200-fontaine-letalon,Fontaine-l'Étalon (Commune – 62390),Fontaine-l'Étalon,Commune,"[""62390""]",62345
74400-fontaine-macon,Fontaine-Mâcon (Commune – 10400),Fontaine-Mâcon,Commune,"[""10400""]",10153
71799-fontaine-notre-dame,Fontaine-Notre-Dame (Commune – 02110),Fontaine-Notre-Dame,Commune,"[""02110""]",02322
93374-fontaine-notre-dame,Fontaine-Notre-Dame (Commune – 59400),Fontaine-Notre-Dame,Commune,"[""59400""]",59244
86698-fontaine-raoul,Fontaine-Raoul (Commune – 41270),Fontaine-Raoul,Commune,"[""41270""]",41088
99360-fontaines,Fontaines (Commune – 71150),Fontaines,Commune,"[""71150""]",71202
105433-fontaines,Fontaines (Commune – 89130),Fontaines,Commune,"[""89130""]",89173
94024-fontaine-saint-lucien,Fontaine-Saint-Lucien (Commune – 60480),Fontaine-Saint-Lucien,Commune,"[""60480""]",60243
76846-fontaines-dozillac,Fontaines-d'Ozillac (Commune – 17500),Fontaines-d'Ozillac,Commune,"[""17500""]",17163
77999-fontaines-en-duesmois,Fontaines-en-Duesmois (Commune – 21450),Fontaines-en-Duesmois,Commune,"[""21450""]",21276
86696-fontaines-en-sologne,Fontaines-en-Sologne (Commune – 41250),Fontaines-en-Sologne,Commune,"[""41250""]",41086
81242-fontaine-simon,Fontaine-Simon (Commune – 28240),Fontaine-Simon,Commune,"[""28240""]",28156
78002-fontaines-les-seches,Fontaines-les-Sèches (Commune – 21330),Fontaines-les-Sèches,Commune,"[""21330""]",21279
80730-fontaine-sous-jouy,Fontaine-sous-Jouy (Commune – 27120),Fontaine-sous-Jouy,Commune,"[""27120""]",27254
102744-fontaine-sous-montdidier,Fontaine-sous-Montdidier (Commune – 80500),Fontaine-sous-Montdidier,Commune,"[""80500""]",80326
100910-fontaine-sous-preaux,Fontaine-sous-Préaux (Commune – 76160),Fontaine-sous-Préaux,Commune,"[""76160""]",76273
91524-fontaines-saint-clair,Fontaines-Saint-Clair (Commune – 55110),Fontaines-Saint-Clair,Commune,"[""55110""]",55192
98425-fontaines-saint-martin,Fontaines-Saint-Martin (Commune – 69270),Fontaines-Saint-Martin,Commune,"[""69270""]",69087
90247-fontaines-sur-marne,Fontaines-sur-Marne (Commune – 52170),Fontaines-sur-Marne,Commune,"[""52170""]",52203
98426-fontaines-sur-saone,Fontaines-sur-Saône (Commune – 69270),Fontaines-sur-Saône,Commune,"[""69270""]",69088
89705-fontaine-sur-ay,Fontaine-sur-Ay (Commune – 51160),Fontaine-sur-Ay,Commune,"[""51160""]",51256
102745-fontaine-sur-maye,Fontaine-sur-Maye (Commune – 80150),Fontaine-sur-Maye,Commune,"[""80150""]",80327
102746-fontaine-sur-somme,Fontaine-sur-Somme (Commune – 80510),Fontaine-sur-Somme,Commune,"[""80510""]",80328
71800-fontaine-uterte,Fontaine-Uterte (Commune – 02110),Fontaine-Uterte,Commune,"[""02110""]",02323
101550-fontains,Fontains (Commune – 77370),Fontains,Commune,"[""77370""]",77190
73027-fontan,Fontan (Commune – 06540),Fontan,Commune,"[""06540""]",06062
88110-fontanes,Fontanes (Commune – 46230),Fontanes,Commune,"[""46230""]",46109
86979-fontanes,Fontanès (Commune – 42140),Fontanès,Commune,"[""42140""]",42096
82226-fontanes,Fontanès (Commune – 30250),Fontanès,Commune,"[""30250""]",30114
84155-fontanes,Fontanès (Commune – 34270),Fontanès,Commune,"[""34270""]",34102
74828-fontanes-de-sault,Fontanès-de-Sault (Commune – 11140),Fontanès-de-Sault,Commune,"[""11140""]",11147
76123-fontanges,Fontanges (Commune – 15140),Fontanges,Commune,"[""15140""]",15070
78003-fontangy,Fontangy (Commune – 21390),Fontangy,Commune,"[""21390""]",21280
78867-fontanieres,Fontanières (Commune – 23110),Fontanières,Commune,"[""23110""]",23083
85415-fontanil-cornillon,Fontanil-Cornillon (Commune – 38120),Fontanil-Cornillon,Commune,"[""38120""]",38170
87307-fontannes,Fontannes (Commune – 43100),Fontannes,Commune,"[""43100""]",43096
88692-fontans,Fontans (Commune – 48700),Fontans,Commune,"[""48700""]",48063
82227-fontareches,Fontarèches (Commune – 30580),Fontarèches,Commune,"[""30580""]",30115
76441-fontclaireau,Fontclaireau (Commune – 16230),Fontclaireau,Commune,"[""16230""]",16140
74829-fontcouverte,Fontcouverte (Commune – 11700),Fontcouverte,Commune,"[""11700""]",11148
76847-fontcouverte,Fontcouverte (Commune – 17100),Fontcouverte,Commune,"[""17100""]",17164
100194-fontcouverte-la-toussuire,Fontcouverte-la-Toussuire (Commune – 73300),Fontcouverte-la-Toussuire,Commune,"[""73300""]",73116
101551-fontenailles,Fontenailles (Commune – 77370),Fontenailles,Commune,"[""77370""]",77191
104937-fontenay,Fontenay (Commune – 88600),Fontenay,Commune,"[""88600""]",88175
100912-fontenay,Fontenay (Commune – 76290),Fontenay,Commune,"[""76290""]",76275
99361-fontenay,Fontenay (Commune – 71120),Fontenay,Commune,"[""71120""]",71203
84815-fontenay,Fontenay (Commune – 36150),Fontenay,Commune,"[""36150""]",36075
106010-fontenay-aux-roses,Fontenay-aux-Roses (Commune – 92260),Fontenay-aux-Roses,Commune,"[""92260""]",92032
74401-fontenay-de-bossery,Fontenay-de-Bossery (Commune – 10400),Fontenay-de-Bossery,Commune,"[""10400""]",10154
106187-fontenay-en-parisis,Fontenay-en-Parisis (Commune – 95190),Fontenay-en-Parisis,Commune,"[""95190""]",95241
104078-fontenay-le-comte,Fontenay-le-Comte (Commune – 85200),Fontenay-le-Comte,Commune,"[""85200""]",85092
101963-fontenay-le-fleury,Fontenay-le-Fleury (Commune – 78330),Fontenay-le-Fleury,Commune,"[""78330""]",78242
75747-fontenay-le-marmion,Fontenay-le-Marmion (Commune – 14320),Fontenay-le-Marmion,Commune,"[""14320""]",14277
75748-fontenay-le-pesnel,Fontenay-le-Pesnel (Commune – 14250),Fontenay-le-Pesnel,Commune,"[""14250""]",14278
105876-fontenay-les-briis,Fontenay-lès-Briis (Commune – 91640),Fontenay-lès-Briis,Commune,"[""91640""]",91243
105877-fontenay-le-vicomte,Fontenay-le-Vicomte (Commune – 91540),Fontenay-le-Vicomte,Commune,"[""91540""]",91244
101964-fontenay-mauvoisin,Fontenay-Mauvoisin (Commune – 78200),Fontenay-Mauvoisin,Commune,"[""78200""]",78245
105435-fontenay-pres-chablis,Fontenay-près-Chablis (Commune – 89800),Fontenay-près-Chablis,Commune,"[""89800""]",89175
105436-fontenay-pres-vezelay,Fontenay-près-Vézelay (Commune – 89450),Fontenay-près-Vézelay,Commune,"[""89450""]",89176
101965-fontenay-saint-pere,Fontenay-Saint-Père (Commune – 78440),Fontenay-Saint-Père,Commune,"[""78440""]",78246
106086-fontenay-sous-bois,Fontenay-sous-Bois (Commune – 94120),Fontenay-sous-Bois,Commune,"[""94120""]",94033
105437-fontenay-sous-fouronnes,Fontenay-sous-Fouronnes (Commune – 89660),Fontenay-sous-Fouronnes,Commune,"[""89660""]",89177
81243-fontenay-sur-conie,Fontenay-sur-Conie (Commune – 28140),Fontenay-sur-Conie,Commune,"[""28140""]",28157
81244-fontenay-sur-eure,Fontenay-sur-Eure (Commune – 28630),Fontenay-sur-Eure,Commune,"[""28630""]",28158
87819-fontenay-sur-loing,Fontenay-sur-Loing (Commune – 45210),Fontenay-sur-Loing,Commune,"[""45210""]",45148
89141-fontenay-sur-mer,Fontenay-sur-Mer (Commune – 50310),Fontenay-sur-Mer,Commune,"[""50310""]",50190
99858-fontenay-sur-vegre,Fontenay-sur-Vègre (Commune – 72350),Fontenay-sur-Vègre,Commune,"[""72350""]",72136
94025-fontenay-torcy,Fontenay-Torcy (Commune – 60380),Fontenay-Torcy,Commune,"[""60380""]",60244
101552-fontenay-tresigny,Fontenay-Trésigny (Commune – 77610),Fontenay-Trésigny,Commune,"[""77610""]",77192
105745-fontenelle,Fontenelle (Commune – 90340),Fontenelle,Commune,"[""90340""]",90048
78004-fontenelle,Fontenelle (Commune – 21610),Fontenelle,Commune,"[""21610""]",21281
71801-fontenelle,Fontenelle (Commune – 02170),Fontenelle,Commune,"[""02170""]",02324
79795-fontenelle-montby,Fontenelle-Montby (Commune – 25340),Fontenelle-Montby,Commune,"[""25340""]",25247
76848-fontenet,Fontenet (Commune – 17400),Fontenet,Commune,"[""17400""]",17165
76442-fontenille,Fontenille (Commune – 16230),Fontenille,Commune,"[""16230""]",16141
82652-fontenilles,Fontenilles (Commune – 31470),Fontenilles,Commune,"[""31470""]",31188
102239-fontenille-saint-martin-dentraigues,Fontenille-Saint-Martin-d'Entraigues (Commune – 79110),Fontenille-Saint-Martin-d'Entraigues,Commune,"[""79110""]",79122
98851-fontenois-la-ville,Fontenois-la-Ville (Commune – 70210),Fontenois-la-Ville,Commune,"[""70210""]",70242
98852-fontenois-les-montbozon,Fontenois-lès-Montbozon (Commune – 70230),Fontenois-lès-Montbozon,Commune,"[""70230""]",70243
79797-fontenotte,Fontenotte (Commune – 25110),Fontenotte,Commune,"[""25110""]",25249
71802-fontenoy,Fontenoy (Commune – 02290),Fontenoy,Commune,"[""02290""]",02326
105438-fontenoy,Fontenoy (Commune – 89520),Fontenoy,Commune,"[""89520""]",89179
90953-fontenoy-la-joute,Fontenoy-la-Joûte (Commune – 54122),Fontenoy-la-Joûte,Commune,"[""54122""]",54201
104938-fontenoy-le-chateau,Fontenoy-le-Château (Commune – 88240),Fontenoy-le-Château,Commune,"[""88240""]",88176
90954-fontenoy-sur-moselle,Fontenoy-sur-Moselle (Commune – 54840),Fontenoy-sur-Moselle,Commune,"[""54840""]",54202
85992-fontenu,Fontenu (Commune – 39130),Fontenu,Commune,"[""39130""]",39230
92318-fonteny,Fonteny (Commune – 57590),Fonteny,Commune,"[""57590""]",57225
74830-fonters-du-razes,Fonters-du-Razès (Commune – 11400),Fonters-du-Razès,Commune,"[""11400""]",11149
84156-fontes,Fontès (Commune – 34320),Fontès,Commune,"[""34320""]",34103
83682-fontet,Fontet (Commune – 33190),Fontet,Commune,"[""33190""]",33170
74402-fontette,Fontette (Commune – 10360),Fontette,Commune,"[""10360""]",10155
88886-fontevraud-labbaye,Fontevraud-l'Abbaye (Commune – 49590),Fontevraud-l'Abbaye,Commune,"[""49590""]",49140
84816-fontgombault,Fontgombault (Commune – 36220),Fontgombault,Commune,"[""36220""]",36076
84817-fontguenand,Fontguenand (Commune – 36600),Fontguenand,Commune,"[""36600""]",36077
72683-fontienne,Fontienne (Commune – 04230),Fontienne,Commune,"[""04230""]",04087
74831-fontiers-cabardes,Fontiers-Cabardès (Commune – 11390),Fontiers-Cabardès,Commune,"[""11390""]",11150
74832-fonties-daude,Fontiès-d'Aude (Commune – 11800),Fontiès-d'Aude,Commune,"[""11800""]",11151
102191-fontivillie,"Fontivillié (Commune – 79110, 79500)",Fontivillié,Commune,"[""79110"",""79500""]",79064
74833-fontjoncouse,Fontjoncouse (Commune – 11360),Fontjoncouse,Commune,"[""11360""]",11152
92319-fontoy,Fontoy (Commune – 57650),Fontoy,Commune,"[""57650""]",57226
97310-fontpedrouse,Fontpédrouse (Commune – 66360),Fontpédrouse,Commune,"[""66360""]",66080
97311-fontrabiouse,Fontrabiouse (Commune – 66210),Fontrabiouse,Commune,"[""66210""]",66081
96937-fontrailles,Fontrailles (Commune – 65220),Fontrailles,Commune,"[""65220""]",65177
103266-fontrieu,Fontrieu (Commune – 81260),Fontrieu,Commune,"[""81260""]",81062
97352-font-romeu-odeillo-via,Font-Romeu-Odeillo-Via (Commune – 66120),Font-Romeu-Odeillo-Via,Commune,"[""66120""]",66124
74403-fontvannes,Fontvannes (Commune – 10190),Fontvannes,Commune,"[""10190""]",10156
75440-fontvieille,Fontvieille (Commune – 13990),Fontvieille,Commune,"[""13990""]",13038
92320-forbach,Forbach (Commune – 57600),Forbach,Commune,"[""57600""]",57227
103777-forcalqueiret,Forcalqueiret (Commune – 83136),Forcalqueiret,Commune,"[""83136""]",83059
72684-forcalquier,Forcalquier (Commune – 04300),Forcalquier,Commune,"[""04300""]",04088
90593-force,Forcé (Commune – 53260),Forcé,Commune,"[""53260""]",53099
90955-forcelles-saint-gorgon,Forcelles-Saint-Gorgon (Commune – 54330),Forcelles-Saint-Gorgon,Commune,"[""54330""]",54203
90956-forcelles-sous-gugney,Forcelles-sous-Gugney (Commune – 54930),Forcelles-sous-Gugney,Commune,"[""54930""]",54204
102747-forceville,Forceville (Commune – 80560),Forceville,Commune,"[""80560""]",80329
102748-forceville-en-vimeu,Forceville-en-Vimeu (Commune – 80140),Forceville-en-Vimeu,Commune,"[""80140""]",80330
90248-forcey,Forcey (Commune – 52700),Forcey,Commune,"[""52700""]",52204
81799-forciolo,Forciolo (Commune – 20190),Forciolo,Commune,"[""20190""]",2A117
71803-foreste,Foreste (Commune – 02590),Foreste,Commune,"[""02590""]",02327
93376-forest-en-cambresis,Forest-en-Cambrésis (Commune – 59222),Forest-en-Cambrésis,Commune,"[""59222""]",59246
102749-forest-labbaye,Forest-l'Abbaye (Commune – 80150),Forest-l'Abbaye,Commune,"[""80150""]",80331
102750-forest-montiers,Forest-Montiers (Commune – 80120),Forest-Montiers,Commune,"[""80120""]",80332
72854-forest-saint-julien,Forest-Saint-Julien (Commune – 05260),Forest-Saint-Julien,Commune,"[""05260""]",05056
93377-forest-sur-marque,Forest-sur-Marque (Commune – 59510),Forest-sur-Marque,Commune,"[""59510""]",59247
101553-forfry,Forfry (Commune – 77165),Forfry,Commune,"[""77165""]",77193
101554-forges,Forges (Commune – 77130),Forges,Commune,"[""77130""]",77194
76849-forges,Forges (Commune – 17290),Forges,Commune,"[""17290""]",17166
77526-forges,Forgès (Commune – 19380),Forgès,Commune,"[""19380""]",19084
91945-forges-de-lanouee,Forges de Lanouée (Commune – 56120),Forges de Lanouée,Commune,"[""56120""]",56102
84507-forges-la-foret,Forges-la-Forêt (Commune – 35640),Forges-la-Forêt,Commune,"[""35640""]",35114
105880-forges-les-bains,Forges-les-Bains (Commune – 91470),Forges-les-Bains,Commune,"[""91470""]",91249
100913-forges-les-eaux,Forges-les-Eaux (Commune – 76440),Forges-les-Eaux,Commune,"[""76440""]",76276
91525-forges-sur-meuse,Forges-sur-Meuse (Commune – 55110),Forges-sur-Meuse,Commune,"[""55110""]",55193
82653-forgues,Forgues (Commune – 31370),Forgues,Commune,"[""31370""]",31189
78005-forleans,Forléans (Commune – 21460),Forléans,Commune,"[""21460""]",21282
75749-formentin,Formentin (Commune – 14340),Formentin,Commune,"[""14340""]",14280
94026-formerie,Formerie (Commune – 60220),Formerie,Commune,"[""60220""]",60245
75525-formigny-la-bataille,Formigny La Bataille (Commune – 14710),Formigny La Bataille,Commune,"[""14710""]",14281
97312-formigueres,Formiguères (Commune – 66210),Formiguères,Commune,"[""66210""]",66082
74041-fornex,Fornex (Commune – 09350),Fornex,Commune,"[""09350""]",09123
102242-fors,Fors (Commune – 79230),Fors,Commune,"[""79230""]",79125
97594-forstfeld,Forstfeld (Commune – 67480),Forstfeld,Commune,"[""67480""]",67140
97595-forstheim,Forstheim (Commune – 67580),Forstheim,Commune,"[""67580""]",67141
86700-fortan,Fortan (Commune – 41360),Fortan,Commune,"[""41360""]",41090
106344-fort-de-france,"Fort-de-France (Commune – 97200, 97234)",Fort-de-France,Commune,"[""97200"",""97234""]",97209
85994-fort-du-plasne,Fort-du-Plasne (Commune – 39150),Fort-du-Plasne,Commune,"[""39150""]",39232
95201-fortel-en-artois,Fortel-en-Artois (Commune – 62270),Fortel-en-Artois,Commune,"[""62270""]",62346
97596-fort-louis,Fort-Louis (Commune – 67480),Fort-Louis,Commune,"[""67480""]",67142
102751-fort-mahon-plage,Fort-Mahon-Plage (Commune – 80120),Fort-Mahon-Plage,Commune,"[""80120""]",80333
80732-fort-moville,Fort-Moville (Commune – 27210),Fort-Moville,Commune,"[""27210""]",27258
98065-fortschwihr,Fortschwihr (Commune – 68320),Fortschwihr,Commune,"[""68320""]",68095
84157-fos,Fos (Commune – 34320),Fos,Commune,"[""34320""]",34104
82654-fos,Fos (Commune – 31440),Fos,Commune,"[""31440""]",31190
97313-fosse,Fosse (Commune – 66220),Fosse,Commune,"[""66220""]",66083
86701-fosse,Fossé (Commune – 41330),Fossé,Commune,"[""41330""]",41091
73632-fosse,Fossé (Commune – 08240),Fossé,Commune,"[""08240""]",08176
79215-fossemagne,Fossemagne (Commune – 24210),Fossemagne,Commune,"[""24210""]",24188
102752-fossemanant,Fossemanant (Commune – 80160),Fossemanant,Commune,"[""80160""]",80334
106188-fosses,Fosses (Commune – 95470),Fosses,Commune,"[""95470""]",95250
83683-fosses-et-baleyssac,Fossès-et-Baleyssac (Commune – 33190),Fossès-et-Baleyssac,Commune,"[""33190""]",33171
95202-fosseux,Fosseux (Commune – 62810),Fosseux,Commune,"[""62810""]",62347
92321-fossieux,Fossieux (Commune – 57590),Fossieux,Commune,"[""57590""]",57228
71804-fossoy,Fossoy (Commune – 02650),Fossoy,Commune,"[""02650""]",02328
75441-fos-sur-mer,Fos-sur-Mer (Commune – 13270),Fos-sur-Mer,Commune,"[""13270""]",13039
100914-foucarmont,Foucarmont (Commune – 76340),Foucarmont,Commune,"[""76340""]",76278
100915-foucart,Foucart (Commune – 76640),Foucart,Commune,"[""76640""]",76279
102753-foucaucourt-en-santerre,Foucaucourt-en-Santerre (Commune – 80340),Foucaucourt-en-Santerre,Commune,"[""80340""]",80335
102754-foucaucourt-hors-nesle,Foucaucourt-Hors-Nesle (Commune – 80140),Foucaucourt-Hors-Nesle,Commune,"[""80140""]",80336
91526-foucaucourt-sur-thabas,Foucaucourt-sur-Thabas (Commune – 55250),Foucaucourt-sur-Thabas,Commune,"[""55250""]",55194
104941-fouchecourt,Fouchécourt (Commune – 88320),Fouchécourt,Commune,"[""88320""]",88179
98853-fouchecourt,Fouchécourt (Commune – 70160),Fouchécourt,Commune,"[""70160""]",70244
85995-foucherans,Foucherans (Commune – 39100),Foucherans,Commune,"[""39100""]",39233
105439-foucheres,Fouchères (Commune – 89150),Fouchères,Commune,"[""89150""]",89180
74405-foucheres,Fouchères (Commune – 10260),Fouchères,Commune,"[""10260""]",10158
91527-foucheres-aux-bois,Fouchères-aux-Bois (Commune – 55500),Fouchères-aux-Bois,Commune,"[""55500""]",55195
87820-foucherolles,Foucherolles (Commune – 45320),Foucherolles,Commune,"[""45320""]",45149
97597-fouchy,Fouchy (Commune – 67220),Fouchy,Commune,"[""67220""]",67143
80733-foucrainville,Foucrainville (Commune – 27220),Foucrainville,Commune,"[""27220""]",27259
97598-fouday,Fouday (Commune – 67130),Fouday,Commune,"[""67130""]",67144
102755-fouencamps,Fouencamps (Commune – 80440),Fouencamps,Commune,"[""80440""]",80337
81530-fouesnant,Fouesnant (Commune – 29170),Fouesnant,Commune,"[""29170""]",29058
95203-foufflin-ricametz,Foufflin-Ricametz (Commune – 62130),Foufflin-Ricametz,Commune,"[""62130""]",62348
90957-foug,Foug (Commune – 54570),Foug,Commune,"[""54570""]",54205
82655-fougaron,Fougaron (Commune – 31160),Fougaron,Commune,"[""31160""]",31191
74043-fougax-et-barrineuf,Fougax-et-Barrineuf (Commune – 09300),Fougax-et-Barrineuf,Commune,"[""09300""]",09125
104108-fougere,Fougeré (Commune – 85480),Fougeré,Commune,"[""85480""]",85093
84508-fougeres,Fougères (Commune – 35300),Fougères,Commune,"[""35300""]",35115
84818-fougerolles,Fougerolles (Commune – 36230),Fougerolles,Commune,"[""36230""]",36078
90594-fougerolles-du-plessis,Fougerolles-du-Plessis (Commune – 53190),Fougerolles-du-Plessis,Commune,"[""53190""]",53100
98854-fougerolles-saint-valbert,"Fougerolles-Saint-Valbert (Commune – 70300, 70220)",Fougerolles-Saint-Valbert,Commune,"[""70300"",""70220""]",70245
79216-fougueyrolles,Fougueyrolles (Commune – 33220),Fougueyrolles,Commune,"[""33220""]",24189
94027-fouilleuse,Fouilleuse (Commune – 60190),Fouilleuse,Commune,"[""60190""]",60247
72855-fouillouse,Fouillouse (Commune – 05130),Fouillouse,Commune,"[""05130""]",05057
94028-fouilloy,Fouilloy (Commune – 60220),Fouilloy,Commune,"[""60220""]",60248
102756-fouilloy,Fouilloy (Commune – 80800),Fouilloy,Commune,"[""80800""]",80338
101555-fouju,Fouju (Commune – 77390),Fouju,Commune,"[""77390""]",77195
90208-foulain,"Foulain (Commune – 52000, 52800)",Foulain,Commune,"[""52000"",""52800""]",52205
94029-foulangues,Foulangues (Commune – 60250),Foulangues,Commune,"[""60250""]",60249
88422-foulayronnes,Foulayronnes (Commune – 47510),Foulayronnes,Commune,"[""47510""]",47100
80734-foulbec,Foulbec (Commune – 27210),Foulbec,Commune,"[""27210""]",27260
92322-foulcrey,Foulcrey (Commune – 57830),Foulcrey,Commune,"[""57830""]",57229
79217-fouleix,Fouleix (Commune – 24380),Fouleix,Commune,"[""24380""]",24190
85996-foulenay,Foulenay (Commune – 39230),Foulenay,Commune,"[""39230""]",39234
92323-fouligny,Fouligny (Commune – 57220),Fouligny,Commune,"[""57220""]",57230
75750-foulognes,Foulognes (Commune – 14240),Foulognes,Commune,"[""14240""]",14282
76444-fouquebrune,Fouquebrune (Commune – 16410),Fouquebrune,Commune,"[""16410""]",16143
